Browser,Owner,Certificate Issuer Organization,Certificate Issuer Organizational Unit,Common Name or Certificate Name,SHA-1 Fingerprint,Valid From [GMT],Valid To [GMT],Signing Key Parameters,Signature Algorithm,Trust Bits,EV Policy OID(s),Approval Bug,NSS Release When First Included,Firefox Release When First Included,URL to Test Website or Example Cert,Mozilla Applied Constraints,Company Website,Certificate Policy (CP),Certification Practice Statement (CPS),Standard Audit,BR Audit,EV Audit,Auditor,Standard Audit Type,Standard Audit Statement Dt,Comments,Country
Firefox,Symantec / GeoTrust,Equifax Secure Inc.,,Equifax Secure Global eBusiness CA-1,7E784A101C8265CC2DE1F16D47B440CAD90A1945,1999 Jun 21,2020 Jun 21,1024,MD5,Email,Not EV,legacy,,Firefox 1,Websites trust bit turned off in FF38,,http://www.geotrust.com/,http://www.geotrust.com/resources/repository/legal,http://www.geotrust.com/resources/repository/legal,https://cert.webtrust.org/SealFile?seal=1567&file=pdf,,,KPMG,WebTrust,2014.06.18,Migrating customers away from this 1024-bit root. https://bugzilla.mozilla.org/show_bug.cgi?id=936105#c2,
Firefox,"Government of Spain, Autoritat de Certificació de la Comunitat Valenciana (ACCV)",Generalitat Valenciana,PKIGVA,Root CA Generalitat Valenciana,A073E5C5BD43610D864C21130A855857CC9CEA46,2001 Jul 06,2021 Jul 01,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=274100,NSS 3.12.11,Firefox 6.0.2,https://genera.accv.es/apsc/frontal/index.html,,http://www.pki.gva.es/,http://www.accv.es/quienes-somos/practicas-y-politicas-de-certificacion/politicas-de-certificacion/,http://www.accv.es/quienes-somos/practicas-y-politicas-de-certificacion/,https://cert.webtrust.org/SealFile?seal=1715&file=pdf,https://cert.webtrust.org/SealFile?seal=1715&file=pdf,,DNB,WebTrust,2014.07.21,,
Firefox,Symantec / GeoTrust,GeoTrust Inc.,,GeoTrust Global CA,DE28F4A4FFE5B92FA3C503D1A349A7F9962A8212,2002 May 21,2022 May 21,2048,SHA-1,Code; Email; Websites,Not EV,legacy,,Firefox 1,https://ssltest14.bbtest.net/,,http://www.geotrust.com/,http://www.geotrust.com/resources/repository/legal,http://www.geotrust.com/resources/repository/legal,https://cert.webtrust.org/SealFile?seal=1567&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,,KPMG,WebTrust,2014.06.18,,
Firefox,Symantec / GeoTrust,GeoTrust Inc.,,GeoTrust Global CA 2,A9E9780814375888F20519B06D2B0D2B6016907D,2004 Mar 04,2019 Mar 04,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=294916,NSS 3.11.4,Firefox 2,https://ssltest19.bbtest.net/,,http://www.geotrust.com/,http://www.geotrust.com/resources/repository/legal,http://www.geotrust.com/resources/repository/legal,https://cert.webtrust.org/SealFile?seal=1567&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,,KPMG,WebTrust,2014.06.18,,
Firefox,Symantec / GeoTrust,GeoTrust Inc.,,GeoTrust Primary Certification Authority,323C118E1BF7B8B65254E2E2100DD6029037F096,2006 Nov 27,2036 Jul 16,2048,SHA-1,Websites,1.3.6.1.4.1.14370.1.6,https://bugzilla.mozilla.org/show_bug.cgi?id=407168,NSS 3.11.10,Firefox 3.0.2,https://ssltest22.bbtest.net/,,http://www.geotrust.com/,http://www.geotrust.com/resources/repository/legal,http://www.geotrust.com/resources/repository/legal,https://cert.webtrust.org/SealFile?seal=1567&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,https://cert.webtrust.org/SealFile?seal=1567&file=pdf,KPMG,WebTrust,2014.06.18,,
Firefox,Symantec / GeoTrust,GeoTrust Inc.,(c) 2007 GeoTrust Inc. - For authorized use only,GeoTrust Primary Certification Authority - G2,8D1784D537F3037DEC70FE578B519A99E610D7B0,2007 Nov 05,2038 Jan 18,ECC,ECC,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=409236,NSS 3.12.6,Firefox 3.6.2,https://ssltest42.ssl.symclab.com,,http://www.geotrust.com/,http://www.geotrust.com/resources/repository/legal,http://www.geotrust.com/resources/repository/legal,https://cert.webtrust.org/SealFile?seal=1567&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,,KPMG,WebTrust,2014.06.18,,
Firefox,Symantec / GeoTrust,GeoTrust Inc.,(c) 2008 GeoTrust Inc. - For authorized use only,GeoTrust Primary Certification Authority - G3,039EEDB80BE7A03C6953893B20D2D9323A4C2AFD,2008 Apr 02,2037 Dec 01,2048,SHA-256,Code; Email; Websites,1.3.6.1.4.1.14370.1.6,https://bugzilla.mozilla.org/show_bug.cgi?id=484899,NSS 3.12.5,Firefox 3.6,https://ssltest21.bbtest.net,,http://www.geotrust.com/,http://www.geotrust.com/resources/repository/legal,http://www.geotrust.com/resources/repository/legal,https://cert.webtrust.org/SealFile?seal=1567&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,https://cert.webtrust.org/SealFile?seal=1567&file=pdf,KPMG,WebTrust,2014.06.18,,
Firefox,Symantec / GeoTrust,GeoTrust Inc.,,GeoTrust Universal CA,E621F3354379059A4B68309D8A2F74221587EC79,2004 Mar 04,2029 Mar 04,4096,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=294916,NSS 3.11.4,Firefox 2,https://ssltest20.bbtest.net,,http://www.geotrust.com/,http://www.geotrust.com/resources/repository/legal,http://www.geotrust.com/resources/repository/legal,https://cert.webtrust.org/SealFile?seal=1567&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,,KPMG,WebTrust,2014.06.18,,
Firefox,Symantec / GeoTrust,GeoTrust Inc.,,GeoTrust Universal CA 2,379A197B418545350CA60369F33C2EAF474F2079,2004 Mar 04,2029 Mar 04,4096,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=294916,NSS 3.11.4,Firefox 2,https://ssltest34.bbtest.net,,http://www.geotrust.com/,http://www.geotrust.com/resources/repository/legal,http://www.geotrust.com/resources/repository/legal,https://cert.webtrust.org/SealFile?seal=1567&file=pdf,http://www.symantec.com/content/en/us/about/media/repository/symantec-webtrust-audit-report.pdf,,KPMG,WebTrust,2014.06.18,,
Firefox,GlobalSign,GlobalSign,GlobalSign Root CA - R2,GlobalSign,75E0ABB6138512271C04F85FDDDE38E4B7242EFE,2006 Dec 15,2021 Dec 15,2048,SHA-1,Code; Email; Websites,1.3.6.1.4.1.4146.1.1,https://bugzilla.mozilla.org/show_bug.cgi?id=367245,NSS 3.11.8,Firefox 2,https://2021.globalsign.com/,,http://www.globalsign.com/,https://www.globalsign.com/repository,https://www.globalsign.com/repository,https://cert.webtrust.org/SealFile?seal=1690&file=pdf,https://cert.webtrust.org/SealFile?seal=1688&file=pdf,https://cert.webtrust.org/SealFile?seal=1691&file=pdf,Ernst & Young,WebTrust,2014.06.11,,
Firefox,GlobalSign,GlobalSign,GlobalSign Root CA - R3,GlobalSign,D69B561148F01C77C54578C10926DF5B856976AD,2009 Mar 18,2029 Mar 18,2048,SHA-256,Code; Email; Websites,1.3.6.1.4.1.4146.1.1,https://bugzilla.mozilla.org/show_bug.cgi?id=507360,NSS 3.12.8,Firefox 3.6.12,https://2029.globalsign.com/,,http://www.globalsign.com/,https://www.globalsign.com/repository,https://www.globalsign.com/repository,https://cert.webtrust.org/SealFile?seal=1690&file=pdf,https://cert.webtrust.org/SealFile?seal=1688&file=pdf,https://cert.webtrust.org/SealFile?seal=1691&file=pdf,Ernst & Young,WebTrust,2014.06.11,,
Firefox,GlobalSign,GlobalSign,GlobalSign ECC Root CA - R4,GlobalSign ECC Root CA - R4,6969562E4080F424A1E7199F14BAF3EE58AB6ABB,2012 Nov 13,2038 Jan 19,ECC P-256,ECC,Code; Email; Websites,1.3.6.1.4.1.4146.1.1,https://bugzilla.mozilla.org/show_bug.cgi?id=825954,NSS 3.17.3,Firefox 36,https://2038r4.globalsign.com/,None,http://www.globalsign.com/,https://www.globalsign.com/repository,https://www.globalsign.com/repository,https://cert.webtrust.org/SealFile?seal=1690&file=pdf,https://cert.webtrust.org/SealFile?seal=1688&file=pdf,https://cert.webtrust.org/SealFile?seal=1691&file=pdf,Ernst & Young,WebTrust,2014.06.11,,
Firefox,GlobalSign,GlobalSign,GlobalSign ECC Root CA - R5,GlobalSign ECC Root CA - R5,1F24C630CDA418EF2069FFAD4FDD5F463A1B69AA,2012 Nov 13,2038 Jan 19,ECC P-384,ECC,Code; Email; Websites,1.3.6.1.4.1.4146.1.1,https://bugzilla.mozilla.org/show_bug.cgi?id=825954,NSS 3.17.3,Firefox 36,https://2038r5.globalsign.com,None,http://www.globalsign.com/,https://www.globalsign.com/repository,https://www.globalsign.com/repository,https://cert.webtrust.org/SealFile?seal=1690&file=pdf,https://cert.webtrust.org/SealFile?seal=1688&file=pdf,https://cert.webtrust.org/SealFile?seal=1691&file=pdf,Ernst & Young,WebTrust,2014.06.11,,
Firefox,GlobalSign,GlobalSign nv-sa,Root CA,GlobalSign Root CA,B1BC968BD4F49D622AA89A81F2150152A41D829C,1998 Sep 01,2028 Jan 28,2048,SHA-1,Code; Email; Websites,1.3.6.1.4.1.4146.1.1,https://bugzilla.mozilla.org/show_bug.cgi?id=406794,NSS 3.11.10,Firefox 3.0.2,https://2028.globalsign.com/,,http://www.globalsign.com/,https://www.globalsign.com/repository,https://www.globalsign.com/repository,https://cert.webtrust.org/SealFile?seal=1690&file=pdf,https://cert.webtrust.org/SealFile?seal=1688&file=pdf,https://cert.webtrust.org/SealFile?seal=1691&file=pdf,Ernst & Young,WebTrust,2014.06.11,,
Firefox,GoDaddy,"GoDaddy.com, Inc.",,Go Daddy Root Certificate Authority - G2,47BEABC922EAE80E78783462A79F45C254FDE68B,2009 Sep 01,2037 Dec 31,2048,SHA-256,Code; Websites,2.16.840.1.114413.1.7.23.3,https://bugzilla.mozilla.org/show_bug.cgi?id=527056,NSS 3.12.10,Firefox 6.0,https://valid.gdig2.catest.godaddy.com/,,http://www.godaddy.com/,https://certs.godaddy.com/anonymous/repository.pki,https://certs.godaddy.com/anonymous/repository.pki,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,https://cert.webtrust.org/SealFile?seal=1568&file=pdf,KPMG,WebTrust,2014.08.14,,
Firefox,"Government of Taiwan, Government Root Certification Authority (GRCA)",Government Root Certification Authority,,Taiwan GRCA,F48B11BFDEABBE94542071E641DE6BBE882B40B9,2002 Dec 05,2032 Dec 05,4096,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=274106,NSS 3.11.4,Firefox 2,https://www.cp.gov.tw/portal/Clogin.aspx?ReturnHost=www.gov.tw&ReturnUrl=%2fdefault.aspx,,http://grca.nat.gov.tw/01-01.html,http://grca.nat.gov.tw/download/gpki_CP_v1.7.pdf,http://grca.nat.gov.tw/download/GRCA_CPS_v1.3.pdf,https://cert.webtrust.org/SealFile?seal=1663&file=pdf,NONE!,,KPMG,WebTrust,2014.04.23,,
Firefox,HARICA,Hellenic Academic and Research Institutions Cert. Authority,,Hellenic Academic and Research Institutions RootCA 2011,FE45659B79035B98A161B5512EACDA580948224D,2011 Dec 06,2031 Dec 01,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=581901,NSS 3.13.2,Firefox 11,https://www.harica.gr,,http://www.harica.gr/,http://www.harica.gr/procedures.php,http://www.harica.gr/documents/CPS-EN.pdf,http://www.my-audit.gr/audit/reports/Harica-2014.12.20-Rev1.3.pdf,http://www.my-audit.gr/audit/reports/Harica_BR_1.2.3_2014.12.01_v.1.1.pdf,,Deventum,ETSI TS 102 042,2014.12.20,,
Firefox,"Government of Hong Kong (SAR), Hongkong Post, Certizen",Hongkong Post,,Hongkong Post Root CA 1,D6DAA8208D09D2154D24B52FCB346EB258B28A58,2003 May 15,2023 May 15,2048,SHA-1,Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=408949,NSS 3.12.6,Firefox 3.6.2,https://www.hongkongpost.gov.hk/,,http://www.hongkongpost.gov.hk/index.html,http://www.hongkongpost.gov.hk/product/cps/ecert,http://www.hongkongpost.gov.hk/product/cps/ecert/,https://cert.webtrust.org/SealFile?seal=1655&file=pdf,NONE!,,Ernst & Young,WebTrust,2014.02.28,,
Firefox,IdenTrust,IdenTrust,,IdenTrust Commercial Root CA 1,DF717EAA4AD94EC9558499602D48DE5FBCF03A25,2014 Jan 16,2034 Jan 16,4096,SHA-256,Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=1037590,NSS 3.18,Firefox 38,https://sha2ssl-trustidvalid.identrustssl.com/,None,http://www.identrust.com/,https://secure.identrust.com/certificates/policy/ts/,https://secure.identrust.com/certificates/policy/ts/,https://cert.webtrust.org/SealFile?seal=1720&file=pdf,https://secure.identrust.com/certificates/policy/ts/current-baseline-requirements-audit.pdf,,BrightLine,WebTrust,2014.07.25,,
Firefox,IdenTrust,IdenTrust,,IdenTrust Public Sector Root CA 1,BA29416077983FF4F3EFF231053B2EEA6D4D45FD,2014 Jan 16,2034 Jan 16,4096,SHA-256,Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=1037590,NSS 3.18,Firefox 38,https://sha2ssl-acesvalid.identrust.com/,None,http://www.identrust.com/,https://secure.identrust.com/certificates/policy/aces/,https://secure.identrust.com/certificates/policy/aces/,https://cert.webtrust.org/SealFile?seal=1720&file=pdf,https://secure.identrust.com/certificates/policy/ts/current-baseline-requirements-audit.pdf,,BrightLine,WebTrust,2014.07.25,,
Firefox,Izenpe S.A.,IZENPE S.A.,,Izenpe.com,2F783D255218A74A653971B52CA29C45156FE919,2007 Dec 13,2037 Dec 13,4096,SHA-256,Code; Websites,"1.3.6.1.4.1.14777.6.1.1, 1.3.6.1.4.1.14777.6.1.2",https://bugzilla.mozilla.org/show_bug.cgi?id=361957,NSS 3.12.9,Firefox 4.0,https://servicios.izenpe.com/,,http://www.izenpe.com,http://www.izenpe.com/cps,http://www.izenpe.com/cps,https://www.tuvit.de/en/certification-overview-1265-trusted-site-etsi-certificates-1334.htm,https://www.tuvit.de/en/certification-overview-1265-trusted-site-etsi-certificates-1334.htm,https://www.tuvit.de/en/certification-overview-1265_trusted-site-etsi-certificates-1334_ENX_HTML.htm,TUVIT,ETSI TS 102 042,2014.07.31,,
Firefox,Cybertrust Japan / JCSI,"Japan Certification Services, Inc.",,SecureSign RootCA11,3BC49F48F8F373A09C1EBDF85BB1C365C7D811B3,2009 Apr 08,2029 Apr 08,2048,SHA-1,Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=496863,NSS 3.12.6,Firefox 3.6.2,,,https://www.cybertrust.ne.jp/,https://www.cybertrust.ne.jp/jcsi/repository.html,https://www.cybertrust.ne.jp/jcsi/CPS_JCSIRoot_Ver1.0_EN.pdf,https://bugzilla.mozilla.org/attachment.cgi?id=8471700,NONE!,,KPMG,WebTrust,2014.07.31,,
Firefox,"Government of Japan, Ministry of Internal Affairs and Communications",Japanese Government,ApplicationCA,ApplicationCA - Japanese Government,7F8AB0CFD051876A66F3360F47C88D8CD335FC74,2007 Dec 12,2017 Dec 12,2048,SHA-1,Code; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=474706,NSS 3.12.5,Firefox 3.6,https://www.gpki.go.jp/apca/index.html,,http://www.gpki.go.jp/,http://www.gpki.go.jp,https://bugzilla.mozilla.org/attachment.cgi?id=379657,https://cert.webtrust.org/SealFile?seal=1793&file=pdf,NONE!,,KPMG,WebTrust,2014.12.25,"https://bugzilla.mozilla.org/show_bug.cgi?id=870185#c28 -- We will take a readiness assessment of the BR audit this year, and we will take the BR audit next year.",
Firefox,Microsec e-Szignó CA,Microsec Ltd.,e-Szigno CA,Microsec e-Szigno Root CA,2388C9D371CC9E963DFF7D3CA7CEFCD625EC190D,2005 Apr 06,2017 Apr 06,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=370505,NSS 3.12.4,Firefox 3.5,https://srv.e-szigno.hu/,,http://www.e-szigno.hu/?lap=english,http://srv.e-szigno.hu/menu/index.php?lap=english_dokszab,http://www.e-szigno.hu/docs/szsz--hsz--altalanos--v2.0.pdf,http://static.e-szigno.hu/docs/NMHH_supervision_2014.pdf,http://static.e-szigno.hu/docs/NMHH_supervision_2014.pdf,,NMHH,ETSI TS 102 042,2015.01.29,,
Firefox,Microsec e-Szignó CA,Microsec Ltd.,,Microsec e-Szigno Root CA 2009,89DF74FE5CF40F4A80F9E3377D54DA91E101318E,2009 Jun 16,2029 Dec 30,2048,SHA-256,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=510506,NSS 3.12.8,Firefox 3.6.12,https://pca.e-szigno.hu/,,http://www.e-szigno.hu/?lap=english,http://srv.e-szigno.hu/menu/index.php?lap=english_dokszab,http://www.e-szigno.hu/docs/szsz--hsz--altalanos--v2.0.pdf,http://static.e-szigno.hu/docs/NMHH_supervision_2014.pdf,http://static.e-szigno.hu/docs/NMHH_supervision_2014.pdf,,NMHH,ETSI TS 102 042,2015.01.29,,
Firefox,NetLock Ltd.,NetLock Halozatbiztonsagi Kft.,Tanusitvanykiadok,NetLock Expressz (Class C) Tanusitvanykiado,E392512F0ACFF505DFF6DE067F7537E165EA574B,1999 Feb 25,2019 Feb 20,1024,MD5,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=279728,NSS 3.10,Firefox 1,Websites trust bit turned off in Firefox 32.,,http://www.netlock.hu/USEREN/index.html,http://www.netlock.hu/USEREN/html/dok.html,https://bugzilla.mozilla.org/attachment.cgi?id=364923,http://webold.nhh.hu/esign/setLanguageAction.do?lang=en,,,NMHH,ETSI TS 102 042,2014.06.04,Remove in January 2016.,
Firefox,NetLock Ltd.,NetLock Halozatbiztonsagi Kft.,Tanusitvanykiadok,NetLock Kozjegyzoi (Class A) Tanusitvanykiado,ACED5F6553FD25CE015F1F7A483B6A749F6178C6,1999 Feb 24,2019 Feb 19,2048,MD5,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=279728,NSS 3.10,Firefox 1,"Migrating off of this root, but there are still valid SHA-1, 2048-bit certs. Waiting for them to expire.",,http://www.netlock.hu/USEREN/index.html,http://www.netlock.hu/html/dok.html,http://www.netlock.hu/html/dok.html,http://webold.nhh.hu/esign/setLanguageAction.do?lang=en,NONE!,,NMHH,ETSI TS 102 042,2014.06.04,Remove in January 2016.,
Firefox,NetLock Ltd.,NetLock Halozatbiztonsagi Kft.,Tanusitvanykiadok,NetLock Minositett Kozjegyzoi (Class QA) Tanusitvanykiado,016897E1A0B8F2C3B134665C20A727B7A158E28F,2003 Mar 30,2022 Dec 15,2048,SHA-1,Code; Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=313942,NSS 3.11.2,Firefox 2,Websites trust bit not set.,,http://www.netlock.hu/USEREN/index.html,http://www.netlock.hu/html/dok.html,http://www.netlock.hu/html/dok.html,http://webold.nhh.hu/esign/setLanguageAction.do?lang=en,,,NMHH,ETSI TS 102 042,2014.06.04,Remove in January 2016.,
Firefox,NetLock Ltd.,NetLock Halozatbiztonsagi Kft.,Tanusitvanykiadok,NetLock Uzleti (Class B) Tanusitvanykiado,879F4BEE05DF98583BE360D633E70D3FFE9871AF,1999 Feb 25,2019 Feb 20,1024,MD5,Email,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=279728,NSS 3.10,Firefox 1,Websites trust bit turned off in Firefox 32.,,http://www.netlock.hu/USEREN/index.html,http://www.netlock.hu/html/dok.html,http://www.netlock.hu/html/dok.html,http://webold.nhh.hu/esign/setLanguageAction.do?lang=en,Websites trust bit turned off in Firefox 32.,,NMHH,ETSI TS 102 042,2014.06.04,Remove in January 2016.,
Firefox,NetLock Ltd.,NetLock Kft.,Tanúsítványkiadók (Certification Services),NetLock Arany (Class Gold) F?tanúsítvány,06083F593F15A104A069A46BA903D006B7970991,2008 Dec 11,2028 Dec 06,2048,SHA-256,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=480966,NSS 3.12.6,Firefox 3.6.2,https://www.netlock.hu/,,http://www.netlock.hu/USEREN/index.html,http://www.netlock.hu/USEREN/html/dok.html,https://bugzilla.mozilla.org/attachment.cgi?id=364923,http://webold.nhh.hu/esign/setLanguageAction.do?lang=en,NONE!,,NMHH,ETSI TS 102 042,2014.06.04,,
Firefox,Web.com,Network Solutions L.L.C.,,Network Solutions Certificate Authority,74F8A3C3EFE7B390064B83903C21646020E5DFCE,2006 Dec 01,2029 Dec 31,2048,SHA-1,Websites,1.3.6.1.4.1.782.1.2.1.8.1,https://bugzilla.mozilla.org/show_bug.cgi?id=403915,NSS 3.11.10,Firefox 3.0.2,https://www.networksolutions.com/,,http://www.networksolutions.com/,http://www.networksolutions.com/legal/SSL-legal-repository-cps.jsp,https://www.networksolutions.com/legal/SSL-legal-repository-ev-cps.jsp,https://bugzilla.mozilla.org/attachment.cgi?id=8586991,https://bugzilla.mozilla.org/attachment.cgi?id=8586992,https://bugzilla.mozilla.org/attachment.cgi?id=8586994,Ernst & Young,WebTrust,2015.02.24,"The exceptions noted in the BR audit statement were corrected in March, 2015.",
Firefox,"Government of France (ANSSI, DCSSI)",PM/SGDN,DCSSI (new name is ANSSI),IGC/A,60D68974B5C2659E8A0FC1887C88D246691B182C,2002 Dec 13,2020 Oct 17,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=368970,NSS 3.12.4,Firefox 3.5,https://e-formation.institut.minefi.gouv.fr/Login.asp,".fr, .gp, .gf, .mq, .re, .yt, .pm, .bl, .mf, .wf, .pf, .nc, .tf",http://www.ssi.gouv.fr,http://www.ssi.gouv.fr/IMG/pdf/igca-pc-v2.pdf,http://www.ssi.gouv.fr/site_article15.html,http://www.ssi.gouv.fr/fr/anssi/services-securises/igc-a/attestation-audits.html,http://www.ssi.gouv.fr/fr/anssi/services-securises/igc-a/attestation-audits.html,,French Government,ETSI TS 102 042,2014.12.15,,
Firefox,QuoVadis,QuoVadis Limited,,QuoVadis Root CA 1 G3,1B8EEA5796291AC939EAB80A811A7373C0937967,2012 Jan 12,2042 Jan 12,4096,SHA-256,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=926541,NSS 3.16.3,Firefox 32,http://trust.quovadisglobal.com/qvrca1g3.crt,,http://www.quovadisglobal.com,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,,Ernst & Young,WebTrust,2015.03.27,,
Firefox,QuoVadis,QuoVadis Limited,,QuoVadis Root CA 2,CA3AFBCF1240364B44B216208880483919937CF7,2006 Nov 24,2031 Nov 24,4096,SHA-1,Code; Email; Websites,1.3.6.1.4.1.8024.0.2.100.1.2,https://bugzilla.mozilla.org/show_bug.cgi?id=365281,NSS 3.11.8,Firefox 2,https://evsslrca2-v.quovadisglobal.com,,http://www.quovadisglobal.com,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,Ernst & Young,WebTrust,2015.03.27,,
Firefox,QuoVadis,QuoVadis Limited,,QuoVadis Root CA 2 G3,093C61F38B8BDC7D55DF7538020500E125F5C836,2012 Jan 12,2042 Jan 12,4096,SHA-256,Code; Websites,1.3.6.1.4.1.8024.0.2.100.1.2,https://bugzilla.mozilla.org/show_bug.cgi?id=926541,NSS 3.16.3,Firefox 32,http://trust.quovadisglobal.com/qvrca2g3.crt,,http://www.quovadisglobal.com,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,Ernst & Young,WebTrust,2015.03.27,,
Firefox,QuoVadis,QuoVadis Limited,,QuoVadis Root CA 3,1F4914F7D874951DDDAE02C0BEFD3A2D82755185,2006 Nov 24,2031 Nov 24,4096,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=365281,NSS 3.11.8,Firefox 2,https://qvsslrca3-v.quovadisglobal.com,,http://www.quovadisglobal.com,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,,Ernst & Young,WebTrust,2015.03.27,,
Firefox,QuoVadis,QuoVadis Limited,,QuoVadis Root CA 3 G3,4812BD923CA8C43906E7306D2796E6A4CF222E7D,2012 Jan 12,2042 Jan 12,4096,SHA-256,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=926541,NSS 3.16.3,Firefox 32,http://trust.quovadisglobal.com/qvrca3g3.crt,,http://www.quovadisglobal.com,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,,Ernst & Young,WebTrust,2015.03.27,,
Firefox,QuoVadis,QuoVadis Limited,Root Certification Authority,QuoVadis Root Certification Authority,DE3F40BD5093D39B6C60F6DABC076201008976C9,2001 Mar 19,2021 Mar 17,2048,SHA-1,Code; Email; Websites,Not EV,https://bugzilla.mozilla.org/show_bug.cgi?id=238381,NSS 3.9.6,Firefox 1,https://qvsslrca-v.quovadisglobal.com,,http://www.quovadisglobal.com,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,,Ernst & Young,WebTrust,2015.03.27,,
Firefox,RSA the Security Division of EMC,RSA Security Inc,RSA Security 2048 V3,RSA Security 2048 v3,25019019CFFBD9991CB76825748D945F30939542,2001 Feb 22,2026 Feb 22,2048,SHA-1,Code; Email; Websites,Not EV,legacy,,Firefox 1,https://knowledge.rsasecurity.com,,http://www.emc.com/domains/rsa/index.htm,http://www.emc.com/collateral/technical-documentation/rsa-root-signing-service-certificate-policy.pdf,http://www.emc.com/collateral/technical-documentation/rsa-root-signing-service-certification-practice-statement.pdf,https://cert.webtrust.org/SealFile?seal=1836&file=pdf,NONE!,,Grant Thornton,WebTrust,2015.02.11,,
