Approval Bug,Auditor,BR Audit,Browser,Certificate Issuer Organization,Certificate Issuer Organizational Unit,Certificate Policy (CP),Certification Practice Statement (CPS),Common Name or Certificate Name,Company Website,EV Audit,EV Policy OID(s),Firefox Release When First Included,Geographic Focus,Mozilla Applied Constraints,NSS Release When First Included,Owner,SHA-1 Fingerprint,Signature Algorithm,Signing Key Parameters,Standard Audit,Standard Audit Statement Dt ,Standard Audit Type,Trust Bits,URL to Test Website or Example Cert,Valid From [GMT],Valid To [GMT]
https://bugzilla.mozilla.org/show_bug.cgiid=877744,BSI,https://bugzilla.mozilla.org/attachment.cgiid=784393,Firefox,E-Tuğra EBG Bilişim Teknolojileri ve Hizmetleri A.Ş.,E-Tugra Sertifikasyon Merkezi,http://www.e-tugra.com.tr/CPS,http://www.e-tugra.com.tr/Portals/3/engdoc/E-Tugra_SUE_v3.1_0_EN.pdf,E-Tugra Certification Authority,http://www.etugra.com.tr/,https://bugzilla.mozilla.org/attachment.cgiid=784393,2.16.792.3.0.4.1.1.4,Firefox 29,Turkey,,NSS 3.16,e-tugra,51C6E70849066EF392D45CA00D6DA3628FC35239,SHA-256,4096,https://bugzilla.mozilla.org/attachment.cgiid=784393,2015.07.28 ,ETSI TS 102 042,Websites;Code,https://sslev.e-tugra.com.tr,2013 Mar 05,2023 Mar 03
https://bugzilla.mozilla.org/show_bug.cgiid=367245,Ernst & Young,https://cert.webtrust.org/SealFileseal=1889&file=pdf,Firefox,GlobalSign,GlobalSign Root CA - R2,https://www.globalsign.com/repository,https://www.globalsign.com/repository,GlobalSign,http://www.globalsign.com/,https://cert.webtrust.org/SealFileseal=1888&file=pdf,1.3.6.1.4.1.4146.1.1,Firefox 2,Global,,NSS 3.11.8,GlobalSign,75E0ABB6138512271C04F85FDDDE38E4B7242EFE,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1886&file=pdf,2015.06.15 ,WebTrust,Websites;Email;Code,https://2021.globalsign.com/,2006 Dec 15,2021 Dec 15
https://bugzilla.mozilla.org/show_bug.cgiid=507360,Ernst & Young,https://cert.webtrust.org/SealFileseal=1889&file=pdf,Firefox,GlobalSign,GlobalSign Root CA - R3,https://www.globalsign.com/repository,https://www.globalsign.com/repository,GlobalSign,http://www.globalsign.com/,https://cert.webtrust.org/SealFileseal=1888&file=pdf,1.3.6.1.4.1.4146.1.1,Firefox 3.6.12,Global,,NSS 3.12.8,GlobalSign,D69B561148F01C77C54578C10926DF5B856976AD,SHA-256,2048,https://cert.webtrust.org/SealFileseal=1886&file=pdf,2015.06.15 ,WebTrust,Websites;Email;Code,https://2029.globalsign.com/,2009 Mar 18,2029 Mar 18
https://bugzilla.mozilla.org/show_bug.cgiid=825954,Ernst & Young,https://cert.webtrust.org/SealFileseal=1889&file=pdf,Firefox,GlobalSign,GlobalSign ECC Root CA - R4,https://www.globalsign.com/repository,https://www.globalsign.com/repository,GlobalSign ECC Root CA - R4,http://www.globalsign.com/,https://cert.webtrust.org/SealFileseal=1888&file=pdf,1.3.6.1.4.1.4146.1.1,Firefox 36,Global,None,NSS 3.17.3,GlobalSign,6969562E4080F424A1E7199F14BAF3EE58AB6ABB,ECC,ECC P-256,https://cert.webtrust.org/SealFileseal=1886&file=pdf,2015.06.15 ,WebTrust,Websites;Email;Code,https://2038r4.globalsign.com/,2012 Nov 13,2038 Jan 19
https://bugzilla.mozilla.org/show_bug.cgiid=825954,Ernst & Young,https://cert.webtrust.org/SealFileseal=1889&file=pdf,Firefox,GlobalSign,GlobalSign ECC Root CA - R5,https://www.globalsign.com/repository,https://www.globalsign.com/repository,GlobalSign ECC Root CA - R5,http://www.globalsign.com/,https://cert.webtrust.org/SealFileseal=1888&file=pdf,1.3.6.1.4.1.4146.1.1,Firefox 36,Global,None,NSS 3.17.3,GlobalSign,1F24C630CDA418EF2069FFAD4FDD5F463A1B69AA,ECC,ECC P-384,https://cert.webtrust.org/SealFileseal=1886&file=pdf,2015.06.15 ,WebTrust,Websites;Email;Code,https://2038r5.globalsign.com,2012 Nov 13,2038 Jan 19
https://bugzilla.mozilla.org/show_bug.cgiid=406794,Ernst & Young,https://cert.webtrust.org/SealFileseal=1889&file=pdf,Firefox,GlobalSign nv-sa,Root CA,https://www.globalsign.com/repository,https://www.globalsign.com/repository,GlobalSign Root CA,http://www.globalsign.com/,https://cert.webtrust.org/SealFileseal=1888&file=pdf,1.3.6.1.4.1.4146.1.1,Firefox 3.0.2,Global,,NSS 3.11.10,GlobalSign,B1BC968BD4F49D622AA89A81F2150152A41D829C,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1886&file=pdf,2015.06.15 ,WebTrust,Websites;Email;Code,https://2028.globalsign.com/,1998 Sep 01,2028 Jan 28
https://bugzilla.mozilla.org/show_bug.cgiid=527056,KPMG,https://cert.webtrust.org/SealFileseal=1568&file=pdf,Firefox,"GoDaddy.com, Inc.",,https://certs.godaddy.com/anonymous/repository.pki,https://certs.godaddy.com/anonymous/repository.pki,Go Daddy Root Certificate Authority - G2,http://www.godaddy.com/,https://cert.webtrust.org/SealFileseal=1568&file=pdf,2.16.840.1.114413.1.7.23.3,Firefox 6.0,Global,,NSS 3.12.10,GoDaddy,47BEABC922EAE80E78783462A79F45C254FDE68B,SHA-256,2048,https://cert.webtrust.org/SealFileseal=1568&file=pdf,2015.08.21 ,WebTrust,Websites;Code,https://valid.gdig2.catest.godaddy.com/,2009 Sep 01,2037 Dec 31
https://bugzilla.mozilla.org/show_bug.cgiid=284677,KPMG,https://cert.webtrust.org/SealFileseal=1568&file=pdf,Firefox,"Starfield Technologies, Inc.",Starfield Class 2 Certification Authority,https://certs.godaddy.com/anonymous/repository.pki,https://certs.godaddy.com/anonymous/repository.pki,Starfield Class 2 CA,http://www.godaddy.com/,https://cert.webtrust.org/SealFileseal=1568&file=pdf,2.16.840.1.114414.1.7.23.3,Firefox 1,Global,,NSS 3.10,GoDaddy,AD7E1C28B064EF8F6003402014C3D0E3370EB58A,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1568&file=pdf,2015.08.21 ,WebTrust,Websites;Email;Code,https://valid.sfi.catest.starfieldtech.com/,2004 Jun 29,2034 Jun 29
https://bugzilla.mozilla.org/show_bug.cgiid=527056,KPMG,https://cert.webtrust.org/SealFileseal=1568&file=pdf,Firefox,"Starfield Technologies, Inc.",,https://certs.godaddy.com/anonymous/repository.pki,https://certs.godaddy.com/anonymous/repository.pki,Starfield Root Certificate Authority - G2,http://www.godaddy.com/,https://cert.webtrust.org/SealFileseal=1568&file=pdf,2.16.840.1.114414.1.7.23.3,Firefox 6.0,Global,,NSS 3.12.10,GoDaddy,B51C067CEE2B0C3DF855AB2D92F4FE39D4E70F0E,SHA-256,2048,https://cert.webtrust.org/SealFileseal=1568&file=pdf,2015.08.21 ,WebTrust,Websites;Code,https://valid.sfig2.catest.starfieldtech.com/,2009 Sep 01,2037 Dec 31
https://bugzilla.mozilla.org/show_bug.cgiid=284677,KPMG,https://cert.webtrust.org/SealFileseal=1568&file=pdf,Firefox,"The Go Daddy Group, Inc.",Go Daddy Class 2 Certification Authority,https://certs.godaddy.com/anonymous/repository.pki,https://certs.godaddy.com/anonymous/repository.pki,Go Daddy Class 2 CA,http://www.godaddy.com/,https://cert.webtrust.org/SealFileseal=1568&file=pdf,2.16.840.1.114413.1.7.23.3,Firefox 1,Global,,NSS 3.10,GoDaddy,2796BAE63F1801E277261BA0D77770028F20EEE4,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1568&file=pdf,2015.08.21 ,WebTrust,Websites;Email;Code,https://valid.gdi.catest.godaddy.com/,2004 Jun 29,2034 Jun 29
https://bugzilla.mozilla.org/show_bug.cgiid=368970,French Government,http://www.ssi.gouv.fr/fr/anssi/services-securises/igc-a/attestation-audits.html,Firefox,PM/SGDN,DCSSI (new name is ANSSI),http://www.ssi.gouv.fr/IMG/pdf/igca-pc-v2.pdf,http://www.ssi.gouv.fr/site_article15.html,IGC/A,http://www.ssi.gouv.fr,,Not EV,Firefox 3.5,France,".fr, .gp, .gf, .mq, .re, .yt, .pm, .bl, .mf, .wf, .pf, .nc, .tf",NSS 3.12.4,"Government of France (ANSSI, DCSSI)",60D68974B5C2659E8A0FC1887C88D246691B182C,SHA-1,2048,http://www.ssi.gouv.fr/fr/anssi/services-securises/igc-a/attestation-audits.html,2014.12.15 ,ETSI TS 102 042,Websites;Email;Code,https://e-formation.institut.minefi.gouv.fr/Login.asp,2002 Dec 13,2020 Oct 17
https://bugzilla.mozilla.org/show_bug.cgiid=408949,Ernst & Young,NONE!,Firefox,Hongkong Post,,http://www.hongkongpost.gov.hk/product/cps/ecert,http://www.hongkongpost.gov.hk/product/cps/ecert/,Hongkong Post Root CA 1,http://www.hongkongpost.gov.hk/index.html,,Not EV,Firefox 3.6.2,"Hong Kong (SAR), China",,NSS 3.12.6,"Government of Hong Kong (SAR), Hongkong Post, Certizen",D6DAA8208D09D2154D24B52FCB346EB258B28A58,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1837&file=pdf,2015.02.13 ,WebTrust,Websites,https://www.hongkongpost.gov.hk/,2003 May 15,2023 May 15
https://bugzilla.mozilla.org/show_bug.cgiid=474706,KPMG,NONE!,Firefox,Japanese Government,ApplicationCA,http://www.gpki.go.jp,https://bugzilla.mozilla.org/attachment.cgiid=379657,ApplicationCA - Japanese Government,http://www.gpki.go.jp/,,Not EV,Firefox 3.6,Japan,,NSS 3.12.5,"Government of Japan, Ministry of Internal Affairs and Communications",7F8AB0CFD051876A66F3360F47C88D8CD335FC74,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1793&file=pdf,2014.12.25 ,WebTrust,Websites;Code,https://www.gpki.go.jp/apca/index.html,2007 Dec 12,2017 Dec 12
https://bugzilla.mozilla.org/show_bug.cgiid=811352,Auren,https://cert.webtrust.org/SealFileseal=1908&file=pdf,Firefox,ACCV,PKIACCV,http://www.accv.es/quienes-somos/practicas-y-politicas-de-certificacion/politicas-de-certificacion/,http://www.accv.es/quienes-somos/practicas-y-politicas-de-certificacion/,ACCVRAIZ1,http://www.pki.gva.es/,,Not EV,Firefox 27,Valencia region of Spain,,NSS 3.15.4,"Government of Spain, Autoritat de Certificació de la Comunitat Valenciana (ACCV)",93057A8815C64FCE882FFA9116522878BC536417,SHA-1,4096,https://cert.webtrust.org/SealFileseal=1908&file=pdf,2015.07.17 ,WebTrust,Websites;Email;Code,https://ulik2.accv.es,2011 May 05,2030 Dec 31
https://bugzilla.mozilla.org/show_bug.cgiid=274100,Auren,https://cert.webtrust.org/SealFileseal=1908&file=pdf,Firefox,Generalitat Valenciana,PKIGVA,http://www.accv.es/quienes-somos/practicas-y-politicas-de-certificacion/politicas-de-certificacion/,http://www.accv.es/quienes-somos/practicas-y-politicas-de-certificacion/,Root CA Generalitat Valenciana,http://www.pki.gva.es/,,Not EV,Firefox 6.0.2,Valencia region of Spain,,NSS 3.12.11,"Government of Spain, Autoritat de Certificació de la Comunitat Valenciana (ACCV)",A073E5C5BD43610D864C21130A855857CC9CEA46,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1908&file=pdf,2015.07.17 ,WebTrust,Websites;Email;Code,https://genera.accv.es/apsc/frontal/index.html,2001 Jul 06,2021 Jul 01
https://bugzilla.mozilla.org/show_bug.cgiid=274106,KPMG,NONE!,Firefox,Government Root Certification Authority,,http://grca.nat.gov.tw/download/gpki_CP_v1.7.pdf,http://grca.nat.gov.tw/download/GRCA_CPS_v1.3.pdf,Taiwan GRCA,http://grca.nat.gov.tw/01-01.html,,Not EV,Firefox 2,Taiwan,,NSS 3.11.4,"Government of Taiwan, Government Root Certification Authority (GRCA)",F48B11BFDEABBE94542071E641DE6BBE882B40B9,SHA-1,4096,https://cert.webtrust.org/SealFileseal=1884&file=pdf,2015.06.03 ,WebTrust,Websites;Email;Code,https://www.cp.gov.tw/portal/Clogin.aspxReturnHost=www.gov.tw&ReturnUrl=%2fdefault.aspx,2002 Dec 05,2032 Dec 05
https://bugzilla.mozilla.org/show_bug.cgiid=1016568,KPMG,https://cert.webtrust.org/SealFileseal=1844&file=pdf,Firefox,Staat der Nederlanden,,https://www.logius.nl/languages/english/pkioverheid/,https://www.logius.nl/languages/english/pkioverheid/,Staat der Nederlanden EV Root CA,https://www.logius.nl/languages/english/pkioverheid/,https://cert.webtrust.org/SealFileseal=1844&file=pdf,2.16.528.1.1003.1.2.7,Firefox 38,Netherlands,None,NSS 3.18,"Government of The Netherlands, PKIoverheid",76E27EC14FDB82C1C0A675B505BE3D29B4EDDBBB,SHA-256,4096,https://cert.webtrust.org/SealFileseal=1844&file=pdf,2015.03.03 ,WebTrust,Websites,https://pkioevssl-v.quovadisglobal.com,2010 Dec 08,2022 Dec 08
https://bugzilla.mozilla.org/show_bug.cgiid=243424,KPMG,https://cert.webtrust.org/SealFileseal=1844&file=pdf,Firefox,Staat der Nederlanden,,https://www.logius.nl/languages/english/pkioverheid/,https://www.logius.nl/languages/english/pkioverheid/,Staat der Nederlanden Root CA,https://www.logius.nl/languages/english/pkioverheid/,,Not EV,Firefox 1,Netherlands,,NSS 3.9.6,"Government of The Netherlands, PKIoverheid",101DFA3FD50BCBBB9BB5600C1955A41AF4733A04,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1844&file=pdf,2015.03.03 ,WebTrust,Websites;Email;Code,https://www.elkk.amsterdam.nl/,2002 Dec 17,2015 Dec 16
https://bugzilla.mozilla.org/show_bug.cgiid=436056,KPMG,https://cert.webtrust.org/SealFileseal=1844&file=pdf,Firefox,Staat der Nederlanden,,https://www.logius.nl/languages/english/pkioverheid/,https://www.logius.nl/languages/english/pkioverheid/,Staat der Nederlanden Root CA - G2,https://www.logius.nl/languages/english/pkioverheid/,,Not EV,Firefox 3.6.2,Netherlands,,NSS 3.12.6,"Government of The Netherlands, PKIoverheid",59AF82799186C7B47507CBCF035746EB04DDB716,SHA-256,4096,https://cert.webtrust.org/SealFileseal=1844&file=pdf,2015.03.03 ,WebTrust,Websites;Email;Code,https://www.digid.nl/,2008 Mar 26,2020 Mar 25
https://bugzilla.mozilla.org/show_bug.cgiid=1016568,KPMG,https://cert.webtrust.org/SealFileseal=1844&file=pdf,Firefox,Staat der Nederlanden,,https://www.logius.nl/languages/english/pkioverheid/,https://www.logius.nl/languages/english/pkioverheid/,Staat der Nederlanden Root CA - G3,https://www.logius.nl/languages/english/pkioverheid/,,Not EV,Firefox 38,Netherlands,None,NSS 3.18,"Government of The Netherlands, PKIoverheid",D8EB6B41519259E0F3E78500C03DB68897C9EEFC,SHA-256,4096,https://cert.webtrust.org/SealFileseal=1844&file=pdf,2015.03.03 ,WebTrust,Websites;Email,https://roottest-g3.pkioverheid.nl,2013 Nov 14,2028 Nov 13
https://bugzilla.mozilla.org/show_bug.cgiid=381974,ICTA,https://bugzilla.mozilla.org/attachment.cgiid=8602822,Firefox,Türkiye Bilimsel ve Teknolojik Araştırma Kurumu - TÜBİTAK,Kamu Sertifikasyon Merkezi,http://www.kamusm.gov.tr/BilgiDeposu/KSM_NES_SI/KSM_NES_SI.pdf,http://www.kamusm.gov.tr/BilgiDeposu/KSM_NES_SUE/KSM_NES_SUE.pdf,TÜBİTAK UEKAE Kök Sertifika Hizmet Sağlayıcısı - Sürüm 3,http://www.kamusm.gov.tr/,,Not EV,Firefox 3.6,Turkey,,NSS 3.12.5,"Government of Turkey, Kamu Sertifikasyon Merkezi (Kamu SM)",1B4B396126276B6491A2686DD70243212D1F1D96,SHA-1,2048,https://bugzilla.mozilla.org/attachment.cgiid=8602822,2015.04.07 ,ETSI TS 102 042,Websites;Email,https://nesbireysel.kamusm.gov.tr/nb.go,2007 Aug 24,2017 Aug 21
https://bugzilla.mozilla.org/show_bug.cgiid=581901,QMSCERT,http://www.qmscert.com/share/HARICA-ETSI_CERTIFICATE_AUTH_W_ANNEX.pdf,Firefox,Hellenic Academic and Research Institutions Cert. Authority,,http://www.harica.gr/procedures.php,http://www.harica.gr/documents/CPS-EN.pdf,Hellenic Academic and Research Institutions RootCA 2011,http://www.harica.gr/,,Not EV,Firefox 11,"Greece
Greek Academic and Research Institutions",,NSS 3.13.2,HARICA,FE45659B79035B98A161B5512EACDA580948224D,SHA-1,2048,http://www.qmscert.com/share/HARICA-ETSI_CERTIFICATE_AUTH_W_ANNEX.pdf,2015.06.05 ,ETSI TS 102 042,Websites;Email;Code,https://www.harica.gr,2011 Dec 06,2031 Dec 01
https://bugzilla.mozilla.org/show_bug.cgiid=359069,BrightLine,https://cert.webtrust.org/SealFileseal=1909&file=pdf,Firefox,Digital Signature Trust,DST ACES,https://secure.identrust.com/certificates/policy/aces/index.html,https://secure.identrust.com/certificates/policy/aces/index.html,DST ACES CA X6,http://www.identrust.com/,,Not EV,Firefox 2,USA,,NSS 3.11.9,IdenTrust,4054DA6F1C3F4074ACED0FECCDDB79D153FB901D,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1910&file=pdf,2015.07.22 ,WebTrust,Websites,https://sslacesvalid.identrust.com,2003 Nov 20,2017 Nov 20
legacy,BrightLine,,Firefox,Digital Signature Trust Co.,DSTCA E1,https://secure.identrust.com/certificates/policy/ts/,https://secure.identrust.com/certificates/policy/ts/,Digital Signature Trust Co. Global CA 1,http://www.identrust.com/,,Not EV,Firefox 1,USA,,,IdenTrust,81968B3AEF1CDC70F5FA3269C292A3635BD123D3,SHA-1,1024,https://cert.webtrust.org/SealFileseal=1720&file=pdf,2014.07.25 ,WebTrust,Email,,1998 Dec 10,2018 Dec 10
legacy,BrightLine,,Firefox,Digital Signature Trust Co.,DSTCA E2,https://secure.identrust.com/certificates/policy/ts/,https://secure.identrust.com/certificates/policy/ts/,Digital Signature Trust Co. Global CA 3,http://www.identrust.com/,,Not EV,Firefox 1,USA,,,IdenTrust,AB48F333DB04ABB9C072DA5B0CC1D057F0369B46,SHA-1,1024,https://cert.webtrust.org/SealFileseal=1720&file=pdf,2014.07.25 ,WebTrust,Email,,1998 Dec 09,2018 Dec 09
https://bugzilla.mozilla.org/show_bug.cgiid=359069,BrightLine,https://cert.webtrust.org/SealFileseal=1909&file=pdf,Firefox,Digital Signature Trust Co.,,https://secure.identrust.com/certificates/policy/ts/,https://secure.identrust.com/certificates/policy/ts/,DST Root CA X3,http://www.identrust.com/,,Not EV,Firefox 2,USA,,NSS 3.11.9,IdenTrust,DAC9024F54D8F6DF94935FB1732638CA6AD77C13,SHA-1,2048,https://cert.webtrust.org/SealFileseal=1910&file=pdf,2015.07.22 ,WebTrust,Websites,https://www.identrustssl.com,2000 Sep 30,2021 Sep 30
https://bugzilla.mozilla.org/show_bug.cgiid=1037590,BrightLine,https://cert.webtrust.org/SealFileseal=1909&file=pdf,Firefox,IdenTrust,,https://secure.identrust.com/certificates/policy/ts/,https://secure.identrust.com/certificates/policy/ts/,IdenTrust Commercial Root CA 1,http://www.identrust.com/,,Not EV,Firefox 38,USA,None,NSS 3.18,IdenTrust,DF717EAA4AD94EC9558499602D48DE5FBCF03A25,SHA-256,4096,https://cert.webtrust.org/SealFileseal=1910&file=pdf,2015.07.22 ,WebTrust,Websites;Email,https://sha2ssl-trustidvalid.identrustssl.com/,2014 Jan 16,2034 Jan 16
https://bugzilla.mozilla.org/show_bug.cgiid=1037590,BrightLine,https://cert.webtrust.org/SealFileseal=1909&file=pdf,Firefox,IdenTrust,,https://secure.identrust.com/certificates/policy/aces/,https://secure.identrust.com/certificates/policy/aces/,IdenTrust Public Sector Root CA 1,http://www.identrust.com/,,Not EV,Firefox 38,USA,None,NSS 3.18,IdenTrust,BA29416077983FF4F3EFF231053B2EEA6D4D45FD,SHA-256,4096,https://cert.webtrust.org/SealFileseal=1910&file=pdf,2015.07.22 ,WebTrust,Websites;Email,https://sha2ssl-acesvalid.identrust.com/,2014 Jan 16,2034 Jan 16
https://bugzilla.mozilla.org/show_bug.cgiid=361957,TUVIT,https://www.tuvit.de/en/certification-overview-1265-trusted-site-etsi-certificates-1334.htm,Firefox,IZENPE S.A.,,http://www.izenpe.com/cps,http://www.izenpe.com/cps,Izenpe.com,http://www.izenpe.com,https://www.tuvit.de/en/certification-overview-1265-trusted-site-etsi-certificates-1334.htm,"1.3.6.1.4.1.14777.6.1.1, 1.3.6.1.4.1.14777.6.1.2",Firefox 4.0,"Basque Country, Spain",,NSS 3.12.9,Izenpe S.A.,2F783D255218A74A653971B52CA29C45156FE919,SHA-256,4096,https://www.tuvit.de/en/certification-overview-1265-trusted-site-etsi-certificates-1334.htm,2015.07.28 ,ETSI TS 102 042,Websites;Code,https://servicios.izenpe.com/,2007 Dec 13,2037 Dec 13
https://bugzilla.mozilla.org/show_bug.cgiid=370505,NMHH,http://static.e-szigno.hu/docs/NMHH_supervision_2014.pdf,Firefox,Microsec Ltd.,e-Szigno CA,http://srv.e-szigno.hu/menu/index.phplap=english_dokszab,http://www.e-szigno.hu/docs/szsz--hsz--altalanos--v2.0.pdf,Microsec e-Szigno Root CA,http://www.e-szigno.hu/lap=english,,Not EV,Firefox 3.5,Hungary,,NSS 3.12.4,Microsec e-Szignó CA,2388C9D371CC9E963DFF7D3CA7CEFCD625EC190D,SHA-1,2048,http://static.e-szigno.hu/docs/NMHH_supervision_2014.pdf,2015.01.29 ,ETSI TS 102 042,Websites;Email;Code,https://srv.e-szigno.hu/,2005 Apr 06,2017 Apr 06
https://bugzilla.mozilla.org/show_bug.cgiid=510506,NMHH,http://static.e-szigno.hu/docs/NMHH_supervision_2014.pdf,Firefox,Microsec Ltd.,,http://srv.e-szigno.hu/menu/index.phplap=english_dokszab,http://www.e-szigno.hu/docs/szsz--hsz--altalanos--v2.0.pdf,Microsec e-Szigno Root CA 2009,http://www.e-szigno.hu/lap=english,,Not EV,Firefox 3.6.12,Hungary,,NSS 3.12.8,Microsec e-Szignó CA,89DF74FE5CF40F4A80F9E3377D54DA91E101318E,SHA-256,2048,http://static.e-szigno.hu/docs/NMHH_supervision_2014.pdf,2015.01.29 ,ETSI TS 102 042,Websites;Email;Code,https://pca.e-szigno.hu/,2009 Jun 16,2029 Dec 30
https://bugzilla.mozilla.org/show_bug.cgiid=279728,TUV Rheinland,,Firefox,NetLock Halozatbiztonsagi Kft.,Tanusitvanykiadok,http://www.netlock.hu/USEREN/html/dok.html,https://bugzilla.mozilla.org/attachment.cgiid=364923,NetLock Expressz (Class C) Tanusitvanykiado,http://www.netlock.hu/USEREN/index.html,,Not EV,Firefox 1,Hungary,,NSS 3.10,NetLock Ltd.,E392512F0ACFF505DFF6DE067F7537E165EA574B,MD5,1024,http://www.netlock.hu/docs/dokumentumok/Annex.pdf,2015.10.20 ,ETSI TS 102 042,Email,Websites trust bit turned off in Firefox 32.,1999 Feb 25,2019 Feb 20
https://bugzilla.mozilla.org/show_bug.cgiid=279728,TUV Rheinland,http://www.netlock.hu/docs/dokumentumok/ETSITS102042.pdf,Firefox,NetLock Halozatbiztonsagi Kft.,Tanusitvanykiadok,http://www.netlock.hu/USEREN/html/dok.html,https://bugzilla.mozilla.org/attachment.cgiid=364923,NetLock Kozjegyzoi (Class A) Tanusitvanykiado,http://www.netlock.hu/USEREN/index.html,,Not EV,Firefox 1,Hungary,,NSS 3.10,NetLock Ltd.,ACED5F6553FD25CE015F1F7A483B6A749F6178C6,MD5,2048,http://www.netlock.hu/docs/dokumentumok/Annex.pdf,2015.10.20 ,ETSI TS 102 042,Websites;Email;Code,"Migrating off of this root, but there are still valid SHA-1, 2048-bit certs. Waiting for them to expire.",1999 Feb 24,2019 Feb 19
https://bugzilla.mozilla.org/show_bug.cgiid=313942,TUV Rheinland,,Firefox,NetLock Halozatbiztonsagi Kft.,Tanusitvanykiadok,http://www.netlock.hu/USEREN/html/dok.html,https://bugzilla.mozilla.org/attachment.cgiid=364923,NetLock Minositett Kozjegyzoi (Class QA) Tanusitvanykiado,http://www.netlock.hu/USEREN/index.html,,Not EV,Firefox 2,Hungary,,NSS 3.11.2,NetLock Ltd.,016897E1A0B8F2C3B134665C20A727B7A158E28F,SHA-1,2048,http://www.netlock.hu/docs/dokumentumok/Annex.pdf,2015.10.20 ,ETSI TS 102 042,Email;Code,Websites trust bit not set.,2003 Mar 30,2022 Dec 15
https://bugzilla.mozilla.org/show_bug.cgiid=279728,TUV Rheinland,,Firefox,NetLock Halozatbiztonsagi Kft.,Tanusitvanykiadok,http://www.netlock.hu/USEREN/html/dok.html,https://bugzilla.mozilla.org/attachment.cgiid=364923,NetLock Uzleti (Class B) Tanusitvanykiado,http://www.netlock.hu/USEREN/index.html,,Not EV,Firefox 1,Hungary,,NSS 3.10,NetLock Ltd.,879F4BEE05DF98583BE360D633E70D3FFE9871AF,MD5,1024,http://www.netlock.hu/docs/dokumentumok/Annex.pdf,2015.10.20 ,ETSI TS 102 042,Email,Websites trust bit turned off in Firefox 32.,1999 Feb 25,2019 Feb 20
https://bugzilla.mozilla.org/show_bug.cgiid=480966,TUV Rheinland,http://www.netlock.hu/docs/dokumentumok/ETSITS102042.pdf,Firefox,NetLock Kft.,Tanúsítványkiadók (Certification Services),http://www.netlock.hu/USEREN/html/dok.html,https://bugzilla.mozilla.org/attachment.cgiid=364923,NetLock Arany (Class Gold) Főtanúsítvány,http://www.netlock.hu/USEREN/index.html,,Not EV,Firefox 3.6.2,Hungary,,NSS 3.12.6,NetLock Ltd.,06083F593F15A104A069A46BA903D006B7970991,SHA-256,2048,http://www.netlock.hu/docs/dokumentumok/Annex.pdf,2015.10.20 ,ETSI TS 102 042,Websites;Email;Code,https://www.netlock.hu/,2008 Dec 11,2028 Dec 06
https://bugzilla.mozilla.org/show_bug.cgiid=593805,SUSCERTE  Registered  Auditor,NONE!,Firefox,Sistema Nacional de Certificacion Electronica,Superintendencia de Servicios de Certificacion Electronica,https://www.procert.net.ve/eng/declaration.asp,https://www.procert.net.ve/eng/declaration.asp,PSCProcert,https://www.procert.net.ve/eng/index.asp,,Not EV,Firefox 23,Venezuela,,NSS 3.15,PROCERT,70C18D74B428810AE4FDA575D7019F99B03D5074,SHA-256,4096,https://bug593805.bmoattachments.org/attachment.cgiid=8644056,2015.06.30 ,ETSI TS 102 042,Websites;Email;Code,https://mail.procert.net.ve/exchange,2010 Dec 28,2020 Dec 25
https://bugzilla.mozilla.org/show_bug.cgiid=926541,Ernst & Young,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,Firefox,QuoVadis Limited,,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/QVRepository.aspx,QuoVadis Root CA 1 G3,http://www.quovadisglobal.com,,Not EV,Firefox 32,Global,,NSS 3.16.3,QuoVadis,1B8EEA5796291AC939EAB80A811A7373C0937967,SHA-256,4096,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,2015.03.27 ,WebTrust,Websites;Email;Code,http://trust.quovadisglobal.com/qvrca1g3.crt,2012 Jan 12,2042 Jan 12
https://bugzilla.mozilla.org/show_bug.cgiid=365281,Ernst & Young,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,Firefox,QuoVadis Limited,,https://www.quovadisglobal.com/QVRepository.aspx,https://www.quovadisglobal.com/QVRepository.aspx,QuoVadis Root CA 2,http://www.quovadisglobal.com,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,1.3.6.1.4.1.8024.0.2.100.1.2,Firefox 2,Global,,NSS 3.11.8,QuoVadis,CA3AFBCF1240364B44B216208880483919937CF7,SHA-1,4096,https://www.quovadisglobal.com/AboutUs/Accreditations.aspx,2015.03.27 ,WebTrust,Websites;Email;Code,https://evsslrca2-v.quovadisglobal.com,2006 Nov 24,2031 Nov 24
